# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-04-09 12:04:00 EDT       (caww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 08049500 W Fk Trinity Rv at Grand Prairie, TX
# -----------------------------------------------------------------------------------
#
# Data provided for site 08049500
#            TS   parameter     statistic     Description
#        133233       00060     00001     Discharge, cubic feet per second (Maximum)
#        133234       00060     00002     Discharge, cubic feet per second (Minimum)
#        133235       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	133233_00060_00001	133233_00060_00001_cd	133234_00060_00002	133234_00060_00002_cd	133235_00060_00003	133235_00060_00003_cd
USGS	08049500	1925-06-25					48.0	A
USGS	08049500	1925-06-26					10.0	A
USGS	08049500	1925-06-27					6.20	A
USGS	08049500	1925-06-28					7.80	A
USGS	08049500	1925-06-29					13.0	A
USGS	08049500	1925-06-30					21.0	A
USGS	08049500	1925-07-01					15.0	A
USGS	08049500	1925-07-02					10.0	A
USGS	08049500	1925-07-03					10.0	A
USGS	08049500	1925-07-04					23.0	A
USGS	08049500	1925-07-05					214	A
USGS	08049500	1925-07-06					64.0	A
USGS	08049500	1925-07-07					34.0	A
USGS	08049500	1925-07-08					20.0	A
USGS	08049500	1925-07-09					18.0	A
USGS	08049500	1925-07-10					20.0	A
USGS	08049500	1925-07-11					11.0	A
USGS	08049500	1925-07-12					11.0	A
USGS	08049500	1925-07-13					48.0	A
USGS	08049500	1925-07-14					60.0	A
USGS	08049500	1925-07-15					57.0	A
USGS	08049500	1925-07-16					64.0	A
USGS	08049500	1925-07-17					60.0	A
USGS	08049500	1925-07-18					39.0	A
USGS	08049500	1925-07-19					27.0	A
USGS	08049500	1925-07-20					22.0	A
USGS	08049500	1925-07-21					17.0	A
USGS	08049500	1925-07-22					14.0	A
USGS	08049500	1925-07-23					12.0	A
USGS	08049500	1925-07-24					14.0	A
USGS	08049500	1925-07-25					20.0	A
USGS	08049500	1925-07-26					20.0	A
USGS	08049500	1925-07-27					18.0	A
USGS	08049500	1925-07-28					12.0	A
USGS	08049500	1925-07-29					9.00	A
USGS	08049500	1925-07-30					10.0	A
USGS	08049500	1925-07-31					10.0	A
USGS	08049500	1925-08-01					20.0	A
USGS	08049500	1925-08-02					18.0	A
USGS	08049500	1925-08-03					12.0	A
USGS	08049500	1925-08-04					10.0	A
USGS	08049500	1925-08-05					18.0	A
USGS	08049500	1925-08-06					25.0	A
USGS	08049500	1925-08-07					17.0	A
USGS	08049500	1925-08-08					12.0	A
USGS	08049500	1925-08-09					10.0	A
USGS	08049500	1925-08-10					10.0	A
USGS	08049500	1925-08-11					14.0	A
USGS	08049500	1925-08-12					12.0	A
USGS	08049500	1925-08-13					8.60	A
USGS	08049500	1925-08-14					7.80	A
USGS	08049500	1925-08-15					8.20	A
USGS	08049500	1925-08-16					13.0	A
USGS	08049500	1925-08-17					9.00	A
USGS	08049500	1925-08-18					5.40	A
USGS	08049500	1925-08-19					6.20	A
USGS	08049500	1925-08-20					7.00	A
USGS	08049500	1925-08-21					7.40	A
USGS	08049500	1925-08-22					7.80	A
USGS	08049500	1925-08-23					10.0	A
USGS	08049500	1925-08-24					17.0	A
USGS	08049500	1925-08-25					14.0	A
USGS	08049500	1925-08-26					11.0	A
USGS	08049500	1925-08-27					11.0	A
USGS	08049500	1925-08-28					13.0	A
USGS	08049500	1925-08-29					12.0	A
USGS	08049500	1925-08-30					12.0	A
USGS	08049500	1925-08-31					16.0	A
USGS	08049500	1925-09-01					14.0	A
USGS	08049500	1925-09-02					10.0	A
USGS	08049500	1925-09-03					12.0	A
USGS	08049500	1925-09-04					16.0	A
USGS	08049500	1925-09-05					14.0	A
USGS	08049500	1925-09-06					6.60	A
USGS	08049500	1925-09-07					4.50	A
USGS	08049500	1925-09-08					10.0	A
USGS	08049500	1925-09-09					6.60	A
USGS	08049500	1925-09-10					9.00	A
USGS	08049500	1925-09-11					10.0	A
USGS	08049500	1925-09-12					11.0	A
USGS	08049500	1925-09-13					39.0	A
USGS	08049500	1925-09-14					58.0	A
USGS	08049500	1925-09-15					24.0	A
USGS	08049500	1925-09-16					15.0	A
USGS	08049500	1925-09-17					12.0	A
USGS	08049500	1925-09-18					9.50	A
USGS	08049500	1925-09-19					11.0	A
USGS	08049500	1925-09-20					14.0	A
USGS	08049500	1925-09-21					10.0	A
USGS	08049500	1925-09-22					7.40	A
USGS	08049500	1925-09-23					8.60	A
USGS	08049500	1925-09-24					29.0	A
USGS	08049500	1925-09-25					104	A
USGS	08049500	1925-09-26					68.0	A
USGS	08049500	1925-09-27					31.0	A
USGS	08049500	1925-09-28					20.0	A
USGS	08049500	1925-09-29					15.0	A
USGS	08049500	1925-09-30					20.0	A
USGS	08049500	1925-10-01					19.0	A
USGS	08049500	1925-10-02					18.0	A
USGS	08049500	1925-10-03					18.0	A
USGS	08049500	1925-10-04					18.0	A
USGS	08049500	1925-10-05					18.0	A
USGS	08049500	1925-10-06					19.0	A
USGS	08049500	1925-10-07					15.0	A
USGS	08049500	1925-10-08					14.0	A
USGS	08049500	1925-10-09					32.0	A
USGS	08049500	1925-10-10					40.0	A
USGS	08049500	1925-10-11					54.0	A
USGS	08049500	1925-10-12					35.0	A
USGS	08049500	1925-10-13					25.0	A
USGS	08049500	1925-10-14					32.0	A
USGS	08049500	1925-10-15					33.0	A
USGS	08049500	1925-10-16					1080	A
USGS	08049500	1925-10-17					1560	A
USGS	08049500	1925-10-18					302	A
USGS	08049500	1925-10-19					129	A
USGS	08049500	1925-10-20					306	A
USGS	08049500	1925-10-21					311	A
USGS	08049500	1925-10-22					263	A
USGS	08049500	1925-10-23					201	A
USGS	08049500	1925-10-24					143	A
USGS	08049500	1925-10-25					129	A
USGS	08049500	1925-10-26					115	A
USGS	08049500	1925-10-27					66.0	A
USGS	08049500	1925-10-28					52.0	A
USGS	08049500	1925-10-29					39.0	A
USGS	08049500	1925-10-30					46.0	A
USGS	08049500	1925-10-31					43.0	A
USGS	08049500	1925-11-01					35.0	A
USGS	08049500	1925-11-02					31.0	A
USGS	08049500	1925-11-03					33.0	A
USGS	08049500	1925-11-04					33.0	A
USGS	08049500	1925-11-05					39.0	A
USGS	08049500	1925-11-06					49.0	A
USGS	08049500	1925-11-07					202	A
USGS	08049500	1925-11-08					606	A
USGS	08049500	1925-11-09					554	A
USGS	08049500	1925-11-10					219	A
USGS	08049500	1925-11-11					630	A
USGS	08049500	1925-11-12					660	A
USGS	08049500	1925-11-13					588	A
USGS	08049500	1925-11-14					552	A
USGS	08049500	1925-11-15					570	A
USGS	08049500	1925-11-16					505	A
USGS	08049500	1925-11-17					166	A
USGS	08049500	1925-11-18					81.0	A
USGS	08049500	1925-11-19					63.0	A
USGS	08049500	1925-11-20					51.0	A
USGS	08049500	1925-11-21					49.0	A
USGS	08049500	1925-11-22					44.0	A
USGS	08049500	1925-11-23					41.0	A
USGS	08049500	1925-11-24					39.0	A
USGS	08049500	1925-11-25					40.0	A
USGS	08049500	1925-11-26					35.0	A
USGS	08049500	1925-11-27					32.0	A
USGS	08049500	1925-11-28					26.0	A
USGS	08049500	1925-11-29					27.0	A
USGS	08049500	1925-11-30					29.0	A
USGS	08049500	1925-12-01					26.0	A
USGS	08049500	1925-12-02					26.0	A
USGS	08049500	1925-12-03					36.0	A
USGS	08049500	1925-12-04					36.0	A
USGS	08049500	1925-12-05					68.0	A
USGS	08049500	1925-12-06					102	A
USGS	08049500	1925-12-07					56.0	A
USGS	08049500	1925-12-08					27.0	A
USGS	08049500	1925-12-09					25.0	A
USGS	08049500	1925-12-10					24.0	A
USGS	08049500	1925-12-11					22.0	A
USGS	08049500	1925-12-12					25.0	A
USGS	08049500	1925-12-13					24.0	A
USGS	08049500	1925-12-14					25.0	A
USGS	08049500	1925-12-15					25.0	A
USGS	08049500	1925-12-16					26.0	A
USGS	08049500	1925-12-17					25.0	A
USGS	08049500	1925-12-18					25.0	A
USGS	08049500	1925-12-19					26.0	A
USGS	08049500	1925-12-20					26.0	A
USGS	08049500	1925-12-21					24.0	A
USGS	08049500	1925-12-22					24.0	A
USGS	08049500	1925-12-23					23.0	A
USGS	08049500	1925-12-24					24.0	A
USGS	08049500	1925-12-25					27.0	A
USGS	08049500	1925-12-26					25.0	A
USGS	08049500	1925-12-27					22.0	A
USGS	08049500	1925-12-28					21.0	A
USGS	08049500	1925-12-29					21.0	A
USGS	08049500	1925-12-30					21.0	A
USGS	08049500	1925-12-31					24.0	A
USGS	08049500	1926-01-01					37.0	A
USGS	08049500	1926-01-02					47.0	A
USGS	08049500	1926-01-03					50.0	A
USGS	08049500	1926-01-04					39.0	A
USGS	08049500	1926-01-05					32.0	A
USGS	08049500	1926-01-06					30.0	A
USGS	08049500	1926-01-07					30.0	A
USGS	08049500	1926-01-08					32.0	A
USGS	08049500	1926-01-09					31.0	A
USGS	08049500	1926-01-10					30.0	A
USGS	08049500	1926-01-11					30.0	A
USGS	08049500	1926-01-12					27.0	A
USGS	08049500	1926-01-13					31.0	A
USGS	08049500	1926-01-14					32.0	A
USGS	08049500	1926-01-15					30.0	A
USGS	08049500	1926-01-16					30.0	A
USGS	08049500	1926-01-17					1210	A
USGS	08049500	1926-01-18					605	A
USGS	08049500	1926-01-19					233	A
USGS	08049500	1926-01-20					136	A
USGS	08049500	1926-01-21					201	A
USGS	08049500	1926-01-22					897	A
USGS	08049500	1926-01-23					1360	A
USGS	08049500	1926-01-24					1320	A
USGS	08049500	1926-01-25					1140	A
USGS	08049500	1926-01-26					772	A
USGS	08049500	1926-01-27					480	A
USGS	08049500	1926-01-28					279	A
USGS	08049500	1926-01-29					231	A
USGS	08049500	1926-01-30					186	A
USGS	08049500	1926-01-31					157	A
USGS	08049500	1926-02-01					201	A
USGS	08049500	1926-02-02					143	A
USGS	08049500	1926-02-03					108	A
USGS	08049500	1926-02-04					115	A
USGS	08049500	1926-02-05					108	A
USGS	08049500	1926-02-06					122	A
USGS	08049500	1926-02-07					94.0	A
USGS	08049500	1926-02-08					81.0	A
USGS	08049500	1926-02-09					80.0	A
USGS	08049500	1926-02-10					88.0	A
USGS	08049500	1926-02-11					79.0	A
USGS	08049500	1926-02-12					59.0	A
USGS	08049500	1926-02-13					62.0	A
USGS	08049500	1926-02-14					53.0	A
USGS	08049500	1926-02-15					59.0	A
USGS	08049500	1926-02-16					58.0	A
USGS	08049500	1926-02-17					67.0	A
USGS	08049500	1926-02-18					50.0	A
USGS	08049500	1926-02-19					44.0	A
USGS	08049500	1926-02-20					129	A
USGS	08049500	1926-02-21					82.0	A
USGS	08049500	1926-02-22					72.0	A
USGS	08049500	1926-02-23					42.0	A
USGS	08049500	1926-02-24					52.0	A
USGS	08049500	1926-02-25					53.0	A
USGS	08049500	1926-02-26					66.0	A
USGS	08049500	1926-02-27					61.0	A
USGS	08049500	1926-02-28					47.0	A
USGS	08049500	1926-03-01					52.0	A
USGS	08049500	1926-03-02					43.0	A
USGS	08049500	1926-03-03					45.0	A
USGS	08049500	1926-03-04					37.0	A
USGS	08049500	1926-03-05					38.0	A
USGS	08049500	1926-03-06					71.0	A
USGS	08049500	1926-03-07					41.0	A
USGS	08049500	1926-03-08					44.0	A
USGS	08049500	1926-03-09					51.0	A
USGS	08049500	1926-03-10					55.0	A
USGS	08049500	1926-03-11					55.0	A
USGS	08049500	1926-03-12					53.0	A
USGS	08049500	1926-03-13					52.0	A
USGS	08049500	1926-03-14					49.0	A
USGS	08049500	1926-03-15					41.0	A
USGS	08049500	1926-03-16					44.0	A
USGS	08049500	1926-03-17					44.0	A
USGS	08049500	1926-03-18					47.0	A
USGS	08049500	1926-03-19					47.0	A
USGS	08049500	1926-03-20					48.0	A
USGS	08049500	1926-03-21					247	A
USGS	08049500	1926-03-22					734	A
USGS	08049500	1926-03-23					981	A
USGS	08049500	1926-03-24					1340	A
USGS	08049500	1926-03-25					2800	A
USGS	08049500	1926-03-26					2800	A
USGS	08049500	1926-03-27					2800	A
USGS	08049500	1926-03-28					2800	A
USGS	08049500	1926-03-29					660	A
USGS	08049500	1926-03-30					498	A
USGS	08049500	1926-03-31					516	A
USGS	08049500	1926-04-01					263	A
USGS	08049500	1926-04-02					164	A
USGS	08049500	1926-04-03					171	A
USGS	08049500	1926-04-04					171	A
USGS	08049500	1926-04-05					157	A
USGS	08049500	1926-04-06					150	A
USGS	08049500	1926-04-07					143	A
USGS	08049500	1926-04-08					171	A
USGS	08049500	1926-04-09					157	A
USGS	08049500	1926-04-10					1010	A
USGS	08049500	1926-04-11					1000	A
USGS	08049500	1926-04-12					696	A
USGS	08049500	1926-04-13					981	A
USGS	08049500	1926-04-14					1340	A
USGS	08049500	1926-04-15					1520	A
USGS	08049500	1926-04-16					1590	A
USGS	08049500	1926-04-17					1240	A
USGS	08049500	1926-04-18					734	A
USGS	08049500	1926-04-19					446	A
USGS	08049500	1926-04-20					327	A
USGS	08049500	1926-04-21					1270	A
USGS	08049500	1926-04-22					4850	A
USGS	08049500	1926-04-23					2180	A
USGS	08049500	1926-04-24					1260	A
USGS	08049500	1926-04-25					2430	A
USGS	08049500	1926-04-26					1810	A
USGS	08049500	1926-04-27					1050	A
USGS	08049500	1926-04-28					772	A
USGS	08049500	1926-04-29					498	A
USGS	08049500	1926-04-30					344	A
USGS	08049500	1926-05-01					263	A
USGS	08049500	1926-05-02					201	A
USGS	08049500	1926-05-03					178	A
USGS	08049500	1926-05-04					171	A
USGS	08049500	1926-05-05					150	A
USGS	08049500	1926-05-06					143	A
USGS	08049500	1926-05-07					186	A
USGS	08049500	1926-05-08					186	A
USGS	08049500	1926-05-09					171	A
USGS	08049500	1926-05-10					406	A
USGS	08049500	1926-05-11					534	A
USGS	08049500	1926-05-12					943	A
USGS	08049500	1926-05-13					1340	A
USGS	08049500	1926-05-14					1370	A
USGS	08049500	1926-05-15					867	A
USGS	08049500	1926-05-16					498	A
USGS	08049500	1926-05-17					295	A
USGS	08049500	1926-05-18					231	A
USGS	08049500	1926-05-19					1180	A
USGS	08049500	1926-05-20					2770	A
USGS	08049500	1926-05-21					636	A
USGS	08049500	1926-05-22					279	A
USGS	08049500	1926-05-23					395	A
USGS	08049500	1926-05-24					696	A
USGS	08049500	1926-05-25					791	A
USGS	08049500	1926-05-26					570	A
USGS	08049500	1926-05-27					344	A
USGS	08049500	1926-05-28					201	A
USGS	08049500	1926-05-29					171	A
USGS	08049500	1926-05-30					150	A
USGS	08049500	1926-05-31					158	A
USGS	08049500	1926-06-01					412	A
USGS	08049500	1926-06-02					295	A
USGS	08049500	1926-06-03					216	A
USGS	08049500	1926-06-04					534	A
USGS	08049500	1926-06-05					867	A
USGS	08049500	1926-06-06					829	A
USGS	08049500	1926-06-07					534	A
USGS	08049500	1926-06-08					311	A
USGS	08049500	1926-06-09					216	A
USGS	08049500	1926-06-10					164	A
USGS	08049500	1926-06-11					171	A
USGS	08049500	1926-06-12					157	A
USGS	08049500	1926-06-13					143	A
USGS	08049500	1926-06-14					99.0	A
USGS	08049500	1926-06-15					81.0	A
USGS	08049500	1926-06-16					61.0	A
USGS	08049500	1926-06-17					43.0	A
USGS	08049500	1926-06-18					39.0	A
USGS	08049500	1926-06-19					255	A
USGS	08049500	1926-06-20					218	A
USGS	08049500	1926-06-21					235	A
USGS	08049500	1926-06-22					1320	A
USGS	08049500	1926-06-23					1260	A
USGS	08049500	1926-06-24					1260	A
USGS	08049500	1926-06-25					867	A
USGS	08049500	1926-06-26					678	A
USGS	08049500	1926-06-27					905	A
USGS	08049500	1926-06-28					446	A
USGS	08049500	1926-06-29					263	A
USGS	08049500	1926-06-30					201	A
USGS	08049500	1926-07-01					201	A
USGS	08049500	1926-07-02					171	A
USGS	08049500	1926-07-03					136	A
USGS	08049500	1926-07-04					102	A
USGS	08049500	1926-07-05					82.0	A
USGS	08049500	1926-07-06					61.0	A
USGS	08049500	1926-07-07					48.0	A
USGS	08049500	1926-07-08					78.0	A
USGS	08049500	1926-07-09					292	A
USGS	08049500	1926-07-10					446	A
USGS	08049500	1926-07-11					378	A
USGS	08049500	1926-07-12					552	A
USGS	08049500	1926-07-13					588	A
USGS	08049500	1926-07-14					886	A
USGS	08049500	1926-07-15					943	A
USGS	08049500	1926-07-16					715	A
USGS	08049500	1926-07-17					480	A
USGS	08049500	1926-07-18					279	A
USGS	08049500	1926-07-19					178	A
USGS	08049500	1926-07-20					129	A
USGS	08049500	1926-07-21					89.0	A
USGS	08049500	1926-07-22					86.0	A
USGS	08049500	1926-07-23					278	A
USGS	08049500	1926-07-24					534	A
USGS	08049500	1926-07-25					247	A
USGS	08049500	1926-07-26					263	A
USGS	08049500	1926-07-27					231	A
USGS	08049500	1926-07-28					279	A
USGS	08049500	1926-07-29					516	A
USGS	08049500	1926-07-30					943	A
USGS	08049500	1926-07-31					1260	A
USGS	08049500	1926-08-01					1430	A
USGS	08049500	1926-08-02					1520	A
USGS	08049500	1926-08-03					1460	A
USGS	08049500	1926-08-04					943	A
USGS	08049500	1926-08-05					534	A
USGS	08049500	1926-08-06					327	A
USGS	08049500	1926-08-07					143	A
USGS	08049500	1926-08-08					115	A
USGS	08049500	1926-08-09					97.0	A
USGS	08049500	1926-08-10					72.0	A
USGS	08049500	1926-08-11					55.0	A
USGS	08049500	1926-08-12					43.0	A
USGS	08049500	1926-08-13					32.0	A
USGS	08049500	1926-08-14					22.0	A
USGS	08049500	1926-08-15					31.0	A
USGS	08049500	1926-08-16					24.0	A
USGS	08049500	1926-08-17					22.0	A
USGS	08049500	1926-08-18					136	A
USGS	08049500	1926-08-19					615	A
USGS	08049500	1926-08-20					2060	A
USGS	08049500	1926-08-21					2010	A
USGS	08049500	1926-08-22					1860	A
USGS	08049500	1926-08-23					1500	A
USGS	08049500	1926-08-24					1060	A
USGS	08049500	1926-08-25					772	A
USGS	08049500	1926-08-26					463	A
USGS	08049500	1926-08-27					395	A
USGS	08049500	1926-08-28					516	A
USGS	08049500	1926-08-29					1460	A
USGS	08049500	1926-08-30					753	A
USGS	08049500	1926-08-31					534	A
USGS	08049500	1926-09-01					791	A
USGS	08049500	1926-09-02					1240	A
USGS	08049500	1926-09-03					1500	A
USGS	08049500	1926-09-04					1710	A
USGS	08049500	1926-09-05					1910	A
USGS	08049500	1926-09-06					2010	A
USGS	08049500	1926-09-07					4080	A
USGS	08049500	1926-09-08					5330	A
USGS	08049500	1926-09-09					2360	A
USGS	08049500	1926-09-10					1070	A
USGS	08049500	1926-09-11					606	A
USGS	08049500	1926-09-12					429	A
USGS	08049500	1926-09-13					263	A
USGS	08049500	1926-09-14					216	A
USGS	08049500	1926-09-15					150	A
USGS	08049500	1926-09-16					136	A
USGS	08049500	1926-09-17					186	A
USGS	08049500	1926-09-18					157	A
USGS	08049500	1926-09-19					136	A
USGS	08049500	1926-09-20					122	A
USGS	08049500	1926-09-21					99.0	A
USGS	08049500	1926-09-22					84.0	A
USGS	08049500	1926-09-23					66.0	A
USGS	08049500	1926-09-24					34.0	A
USGS	08049500	1926-09-25					12.0	A
USGS	08049500	1926-09-26					20.0	A
USGS	08049500	1926-09-27					28.0	A
USGS	08049500	1926-09-28					39.0	A
USGS	08049500	1926-09-29					37.0	A
USGS	08049500	1926-09-30					40.0	A
USGS	08049500	1926-10-01					29.0	A
USGS	08049500	1926-10-02					25.0	A
USGS	08049500	1926-10-03					21.0	A
USGS	08049500	1926-10-04					38.0	A
USGS	08049500	1926-10-05					191	A
USGS	08049500	1926-10-06					324	A
USGS	08049500	1926-10-07					456	A
USGS	08049500	1926-10-08					809	A
USGS	08049500	1926-10-09					771	A
USGS	08049500	1926-10-10					619	A
USGS	08049500	1926-10-11					439	A
USGS	08049500	1926-10-12					276	A
USGS	08049500	1926-10-13					191	A
USGS	08049500	1926-10-14					146	A
USGS	08049500	1926-10-15					146	A
USGS	08049500	1926-10-16					405	A
USGS	08049500	1926-10-17					456	A
USGS	08049500	1926-10-18					581	A
USGS	08049500	1926-10-19					619	A
USGS	08049500	1926-10-20					545	A
USGS	08049500	1926-10-21					473	A
USGS	08049500	1926-10-22					308	A
USGS	08049500	1926-10-23					218	A
USGS	08049500	1926-10-24					191	A
USGS	08049500	1926-10-25					133	A
USGS	08049500	1926-10-26					109	A
USGS	08049500	1926-10-27					86.0	A
USGS	08049500	1926-10-28					54.0	A
USGS	08049500	1926-10-29					47.0	A
USGS	08049500	1926-10-30					56.0	A
USGS	08049500	1926-10-31					35.0	A
USGS	08049500	1926-11-01					39.0	A
USGS	08049500	1926-11-02					35.0	A
USGS	08049500	1926-11-03					40.0	A
USGS	08049500	1926-11-04					43.0	A
USGS	08049500	1926-11-05					33.0	A
USGS	08049500	1926-11-06					29.0	A
USGS	08049500	1926-11-07					29.0	A
USGS	08049500	1926-11-08					18.0	A
USGS	08049500	1926-11-09					13.0	A
USGS	08049500	1926-11-10					98.0	A
USGS	08049500	1926-11-11					28.0	A
USGS	08049500	1926-11-12					19.0	A
USGS	08049500	1926-11-13					15.0	A
USGS	08049500	1926-11-14					20.0	A
USGS	08049500	1926-11-15					15.0	A
USGS	08049500	1926-11-16					22.0	A
USGS	08049500	1926-11-17					48.0	A
USGS	08049500	1926-11-18					60.0	A
USGS	08049500	1926-11-19					63.0	A
USGS	08049500	1926-11-20					40.0	A
USGS	08049500	1926-11-21					26.0	A
USGS	08049500	1926-11-22					29.0	A
USGS	08049500	1926-11-23					23.0	A
USGS	08049500	1926-11-24					21.0	A
USGS	08049500	1926-11-25					23.0	A
USGS	08049500	1926-11-26					22.0	A
USGS	08049500	1926-11-27					18.0	A
USGS	08049500	1926-11-28					22.0	A
USGS	08049500	1926-11-29					26.0	A
USGS	08049500	1926-11-30					21.0	A
USGS	08049500	1926-12-01					21.0	A
USGS	08049500	1926-12-02					22.0	A
USGS	08049500	1926-12-03					22.0	A
USGS	08049500	1926-12-04					24.0	A
USGS	08049500	1926-12-05					18.0	A
USGS	08049500	1926-12-06					25.0	A
USGS	08049500	1926-12-07					134	A
USGS	08049500	1926-12-08					232	A
USGS	08049500	1926-12-09					109	A
USGS	08049500	1926-12-10					115	A
USGS	08049500	1926-12-11					261	A
USGS	08049500	1926-12-12					733	A
USGS	08049500	1926-12-13					1060	A
USGS	08049500	1926-12-14					1040	A
USGS	08049500	1926-12-15					676	A
USGS	08049500	1926-12-16					388	A
USGS	08049500	1926-12-17					232	A
USGS	08049500	1926-12-18					165	A
USGS	08049500	1926-12-19					139	A
USGS	08049500	1926-12-20					115	A
